instruction,response,label
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design and impressive camera features.,positive,fin
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town offers a diverse menu with delicious options for everyone to enjoy.,positive,fin
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This toaster oven has excellent temperature control and cooks food evenly, but the exterior gets very hot during use.",positive,fin
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple announces the launch of its new line of MacBook Pro laptops with upgraded performance and features.,positive,fin
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Sanofi's revenue surpasses expectations in Q3 earnings report,positive,fin
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The article discusses the impact of climate change on global food security and highlights potential solutions to mitigate its effects.,positive,fin
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has been receiving mixed reviews from customers, with some praising the food quality while others criticise the service.",mixed,fin
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone has a sleek design and impressive camera features, but some users have reported issues with battery life.",neutral,fin
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model has a sleek design and impressive camera features.,positive,fin
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has received mixed reviews, with some praising the food quality while others criticizing the slow service.",mixed,fin
