instruction,response,label,__index_level_0__
What is the main topic discussed in this news? Please provide a short summary.,"The main topic discussed in this news is the stock market performance of various companies including Stora Enso R, UPM-Kymmene, and M-Real B, with their respective percentage increases in share prices.",fin,294.0
What is the sentiment of this blog post? Please choose an answer from {negative/neutral/positive}. The article highlights the benefits of incorporating mindfulness practices in the workplace to improve employee well-being and productivity.,positive,fin,295.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 boasts improved camera features and longer battery life, but some users have reported issues with the Face ID technology.",positive,fin,296.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The food at this restaurant was delicious and the service was excellent.,positive,fin,297.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The rise of artificial intelligence in healthcare sector revolutionizing patient care.,positive,fin,298.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 has an amazing camera and long battery life, but the screen size is smaller than expected.",positive,fin,299.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The CEO of Tesla, Elon Musk, tweeted about potential new features for the upcoming Tesla Model Y.",mildly positive,fin,300.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a sharp decline today following news of increased interest rates.,negative,fin,301.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has a diverse menu offering a variety of delicious dishes.,positive,fin,302.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The tech giant Apple announced a new lineup of products including the latest iPhone model and updated MacBook Pro laptops.,positive,fin,303.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. A new study conducted by researchers at Harvard University suggests that regular consumption of blueberries may improve cognitive function in older adults.,positive,fin,304.0
What is the sentiment of this article? Please choose an answer from {very negative/negative/neutral/positive/very positive}. The Best Investment Strategies for a Volatile Market,positive,fin,306.0
What is the sentiment of this news article? Please choose an answer from {negative/neutral/positive}. A new study reveals surprising benefits of drinking coffee daily.,positive,fin,307.0
